Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Calories,TotalSteps,TotalDistance,,,,,,,,,,,
7086361926,5/1/2016,1,388,407,2730,12390,8.07,,,,,,,,,,,
7086361926,5/2/2016,1,440,459,2754,10052,6.81,,,,,,,,,,,
7086361926,5/3/2016,1,456,461,2754,10288,6.76,,,,,,,,,,,
7086361926,5/4/2016,1,420,436,2655,10988,8.31,,,,,,,,,,,
7086361926,5/6/2016,1,322,333,2924,12461,8.38,,,,,,,,,,,
7086361926,5/7/2016,1,530,548,2739,12827,8.48,,,,,,,,,,,
7086361926,5/8/2016,1,481,510,2534,10677,7.10,,,,,,,,,,,
7086361926,5/9/2016,1,427,438,2960,13566,9.11,,,,,,,,,,,
7086361926,5/11/2016,1,451,463,2735,9572,6.52,,,,,,,,,,,
7086361926,5/12/2016,1,444,457,1199,3789,2.56,,,,,,,,,,,
8053475328,4/20/2016,1,486,493,3043,15108,12.19,,,,,,,,,,,
8053475328,4/23/2016,1,331,337,3554,22359,17.19,,,,,,,,,,,
8053475328,5/7/2016,1,74,75,3331,19769,15.67,,,,,,,,,,,
8378563200,4/12/2016,1,338,356,3635,7626,6.05,,,,,,,,,,,
8378563200,4/13/2016,2,447,487,4079,12386,9.82,,,,,,,,,,,
8378563200,4/14/2016,1,424,455,4163,13318,10.56,,,,,,,,,,,
8378563200,4/15/2016,1,513,533,3666,14461,11.47,,,,,,,,,,,
8378563200,4/16/2016,2,611,689,3363,11207,8.89,,,,,,,,,,,
8378563200,4/17/2016,2,525,591,2572,2132,1.69,,,,,,,,,,,
8378563200,4/18/2016,1,398,451,4157,13630,10.81,,,,,,,,,,,
8378563200,4/19/2016,1,387,421,4092,13070,10.36,,,,,,,,,,,
8378563200,4/20/2016,1,381,409,3787,9388,7.44,,,,,,,,,,,
8378563200,4/21/2016,1,396,417,4236,15148,12.01,,,,,,,,,,,
8378563200,4/22/2016,1,441,469,4044,12200,9.67,,,,,,,,,,,
8378563200,4/23/2016,1,565,591,2908,5709,4.53,,,,,,,,,,,
8378563200,4/24/2016,1,458,492,2741,3703,2.94,,,,,,,,,,,
8378563200,4/25/2016,1,388,402,4005,12405,9.84,,,,,,,,,,,
8378563200,4/25/2016,1,388,402,4005,12405,9.84,,,,,,,,,,,
8378563200,4/26/2016,1,550,584,3763,16208,12.85,,,,,,,,,,,
8378563200,4/27/2016,1,531,600,3061,7359,5.84,,,,,,,,,,,
8378563200,4/28/2016,1,506,556,2884,5417,4.30,,,,,,,,,,,
8378563200,4/29/2016,1,527,562,2982,6175,4.90,,,,,,,,,,,
8378563200,4/30/2016,1,468,555,2660,2946,2.34,,,,,,,,,,,
8378563200,5/1/2016,1,475,539,3369,11419,9.06,,,,,,,,,,,
8378563200,5/2/2016,1,351,385,3491,6064,4.81,,,,,,,,,,,
8378563200,5/3/2016,1,405,429,3784,8712,6.91,,,,,,,,,,,
8378563200,5/4/2016,1,441,477,3110,7875,6.24,,,,,,,,,,,
8378563200,5/5/2016,1,381,417,3783,8567,6.79,,,,,,,,,,,
8378563200,5/6/2016,1,323,355,3644,7045,5.59,,,,,,,,,,,
8378563200,5/7/2016,2,459,513,2799,4468,3.54,,,,,,,,,,,
8378563200,5/8/2016,1,545,606,2685,2943,2.33,,,,,,,,,,,
8378563200,5/9/2016,1,359,399,3721,8382,6.65,,,,,,,,,,,
8378563200,5/10/2016,1,342,391,3586,6582,5.22,,,,,,,,,,,
8378563200,5/11/2016,1,368,387,3788,9143,7.25,,,,,,,,,,,
8378563200,5/12/2016,1,496,546,1976,4561,3.62,,,,,,,,,,,
8792009665,4/12/2016,1,458,493,2044,2564,1.64,,,,,,,,,,,
8792009665,4/13/2016,1,531,552,1934,1320,0.84,,,,,,,,,,,
8792009665,4/14/2016,1,486,503,1963,1219,0.78,,,,,,,,,,,
8792009665,4/15/2016,1,363,377,2009,2483,1.59,,,,,,,,,,,
8792009665,4/20/2016,1,528,547,2188,3147,2.01,,,,,,,,,,,
8792009665,4/22/2016,1,391,407,2419,4068,2.60,,,,,,,,,,,
8792009665,4/23/2016,1,339,360,2748,5245,3.36,,,,,,,,,,,
8792009665,4/27/2016,1,423,428,2067,1758,1.13,,,,,,,,,,,
8792009665,4/28/2016,1,402,416,2780,6157,3.94,,,,,,,,,,,
8792009665,4/29/2016,1,398,406,3101,8360,5.35,,,,,,,,,,,
8792009665,4/30/2016,1,343,360,2896,7174,4.59,,,,,,,,,,,
8792009665,5/1/2016,1,503,527,1962,1619,1.04,,,,,,,,,,,
8792009665,5/2/2016,1,415,423,2015,1831,1.17,,,,,,,,,,,
8792009665,5/3/2016,1,516,545,2297,2421,1.55,,,,,,,,,,,
8792009665,5/4/2016,1,439,463,2067,2283,1.46,,,,,,,,,,,
